index,time,dataset,n_clusters,cluster,num sample,history turn,data ratio,slot acc,turn acc,dialogue acc,checkpoint,feature
0,23-07-17 23:03:29,multiwoz2.1,1,0,0,4,100,73.75,71.69,53.35,,transformer
1,23-07-17 23:12:56,multiwoz2.1,1,0,0,4,100,77.58,76.02,60.61,,transformer
2,23-07-17 23:22:26,multiwoz2.1,1,0,0,4,100,74.5,72.07,55.16,,transformer
3,23-07-17 23:31:52,multiwoz2.1,1,0,0,4,100,77.33,75.22,57.94,,transformer
4,23-07-17 23:41:16,multiwoz2.1,1,0,0,4,100,77.42,75.51,58.56,,transformer
5,23-07-17 23:45:10,multiwoz2.1,1,0,0,4,100,72.85,59.92,32.92,save/multiwoz2.1/attraction/4/1-cluster/best,transformer
6,23-07-17 23:45:13,multiwoz2.1,1,all,0,4,100,72.85,59.92,32.92,save/multiwoz2.1/attraction/4/1-cluster/best,transformer
7,23-07-17 23:58:52,multiwoz2.1,2,0,0,4,100,72.92,70.41,46.88,,transformer
8,23-07-18 00:08:31,multiwoz2.1,2,1,0,4,100,66.0,66.0,45.79,,transformer
9,23-07-18 00:17:46,multiwoz2.1,2,0,0,4,100,72.33,70.31,50.79,,transformer
10,23-07-18 00:27:18,multiwoz2.1,2,1,0,4,100,68.33,68.33,49.45,,transformer
11,23-07-18 00:36:34,multiwoz2.1,2,0,0,4,100,78.17,75.63,55.02,,transformer
12,23-07-18 00:46:11,multiwoz2.1,2,1,0,4,100,67.0,67.0,50.0,,transformer
13,23-07-18 00:55:26,multiwoz2.1,2,0,0,4,100,77.25,75.7,55.48,,transformer
14,23-07-18 01:05:03,multiwoz2.1,2,1,0,4,100,70.25,70.25,51.46,,transformer
15,23-07-18 01:14:16,multiwoz2.1,2,0,0,4,100,72.67,70.25,53.5,,transformer
16,23-07-18 01:23:50,multiwoz2.1,2,1,0,4,100,70.17,70.17,52.55,,transformer
17,23-07-18 01:33:04,multiwoz2.1,2,0,0,4,100,78.25,75.24,59.16,,transformer
18,23-07-18 01:42:39,multiwoz2.1,2,1,0,4,100,68.92,68.92,49.45,,transformer
19,23-07-18 01:51:54,multiwoz2.1,2,0,0,4,100,77.33,75.89,57.37,,transformer
20,23-07-18 02:01:29,multiwoz2.1,2,1,0,4,100,69.33,69.33,49.45,,transformer
21,23-07-18 02:10:41,multiwoz2.1,2,0,0,4,100,78.5,76.14,59.35,,transformer
22,23-07-18 02:19:55,multiwoz2.1,2,0,0,4,100,77.0,74.28,56.03,,transformer
23,23-07-18 02:29:07,multiwoz2.1,2,0,0,4,100,77.83,75.5,56.82,,transformer
24,23-07-18 02:38:20,multiwoz2.1,2,0,0,4,100,73.33,71.82,50.48,,transformer
25,23-07-18 02:41:03,multiwoz2.1,2,0,0,4,100,75.88,66.5,43.5,save/multiwoz2.1/attraction/4/2-cluster/best,transformer
26,23-07-18 02:42:02,multiwoz2.1,2,1,0,4,100,63.56,63.56,44.14,save/multiwoz2.1/attraction/4/2-cluster/best,transformer
27,23-07-18 02:42:05,multiwoz2.1,2,all,0,4,100,72.28,60.04,35.91,save/multiwoz2.1/attraction/4/2-cluster/best,transformer
28,23-07-18 02:56:39,multiwoz2.1,3,0,0,4,100,69.0,69.0,49.64,,transformer
29,23-07-18 03:05:59,multiwoz2.1,3,1,0,4,100,82.08,82.08,61.62,,transformer
30,23-07-18 03:15:17,multiwoz2.1,3,2,0,4,100,69.75,69.75,49.1,,transformer
31,23-07-18 03:24:53,multiwoz2.1,3,0,0,4,100,70.67,70.67,52.57,,transformer
32,23-07-18 03:34:04,multiwoz2.1,3,1,0,4,100,80.5,80.5,55.84,,transformer
33,23-07-18 03:43:18,multiwoz2.1,3,2,0,4,100,71.75,71.75,48.92,,transformer
34,23-07-18 03:52:54,multiwoz2.1,3,0,0,4,100,70.17,70.17,52.55,,transformer
35,23-07-18 04:02:07,multiwoz2.1,3,1,0,4,100,88.17,88.17,75.46,,transformer
36,23-07-18 04:11:22,multiwoz2.1,3,2,0,4,100,68.92,68.92,48.75,,transformer
37,23-07-18 04:21:12,multiwoz2.1,3,0,0,4,100,72.67,72.67,52.94,,transformer
38,23-07-18 04:30:25,multiwoz2.1,3,1,0,4,100,85.5,85.5,68.52,,transformer
39,23-07-18 04:39:40,multiwoz2.1,3,2,0,4,100,61.17,61.17,38.79,,transformer
40,23-07-18 04:49:13,multiwoz2.1,3,0,0,4,100,70.0,70.0,52.21,,transformer
41,23-07-18 04:58:25,multiwoz2.1,3,1,0,4,100,84.08,84.08,61.76,,transformer
42,23-07-18 05:07:42,multiwoz2.1,3,2,0,4,100,66.5,66.5,47.5,,transformer
43,23-07-18 05:17:16,multiwoz2.1,3,0,0,4,100,71.75,71.75,54.01,,transformer
44,23-07-18 05:26:29,multiwoz2.1,3,1,0,4,100,89.67,89.67,77.21,,transformer
45,23-07-18 05:36:02,multiwoz2.1,3,0,0,4,100,74.5,74.5,55.47,,transformer
46,23-07-18 05:45:15,multiwoz2.1,3,1,0,4,100,87.25,87.25,70.33,,transformer
47,23-07-18 05:54:57,multiwoz2.1,3,0,0,4,100,71.92,71.92,54.04,,transformer
48,23-07-18 06:04:07,multiwoz2.1,3,1,0,4,100,87.92,87.92,77.21,,transformer
49,23-07-18 06:13:41,multiwoz2.1,3,0,0,4,100,73.58,73.58,54.41,,transformer
50,23-07-18 06:22:51,multiwoz2.1,3,1,0,4,100,88.75,88.75,72.16,,transformer
