,domain,slotname,slotname_acc,domain_acc,cluster
0,taxi,taxi arriveBy,0.6951219512195121,0.6815994076268049,0
1,taxi,taxi departure,0.6075085324232082,0.6815994076268049,0
2,taxi,taxi destination,0.6286201022146508,0.6815994076268049,2
3,taxi,taxi leaveAt,0.804093567251462,0.6815994076268049,0
4,taxi,taxi phone,0.9063829787234042,0.6815994076268049,2
5,taxi,taxi type,0.5191489361702127,0.6815994076268049,1
