,domain,slotname,slotname_acc,domain_acc,cluster
0,attraction,attraction area,0.8466111771700356,0.7226092463584547,3
1,attraction,attraction name,0.6146059291395517,0.7226092463584547,4
2,attraction,attraction type,0.687200956937799,0.7226092463584547,1
