,domain,slotname,slotname_acc,domain_acc,cluster
0,hotel,hotel area,0.6221701795472288,0.6283969465648855,0
1,hotel,hotel day,0.8140417457305503,0.6283969465648855,0
2,hotel,hotel internet,0.21535745807590467,0.6283969465648855,0
3,hotel,hotel name,0.7258163894023414,0.6283969465648855,0
4,hotel,hotel parking,0.02960222016651249,0.6283969465648855,0
5,hotel,hotel people,0.9,0.6283969465648855,1
6,hotel,hotel pricerange,0.8306620209059233,0.6283969465648855,1
7,hotel,hotel reference,0.8589306029579067,0.6283969465648855,0
8,hotel,hotel stars,0.7600334448160535,0.6283969465648855,0
9,hotel,hotel stay,0.8708452041785375,0.6283969465648855,1
10,hotel,hotel type,0.31245283018867925,0.6283969465648855,0
