,domain,slotname,slotname_acc,domain_acc,cluster
0,attraction,attraction area,0.8376932223543401,0.7323200337766519,0
1,attraction,attraction name,0.6804049168474331,0.7323200337766519,1
2,attraction,attraction type,0.6692583732057417,0.7323200337766519,2
