,domain,slotname,slotname_acc,domain_acc,cluster
0,hotel,hotel area,0.6791569086651054,0.6217557251908397,0
1,hotel,hotel day,0.8984819734345351,0.6217557251908397,2
2,hotel,hotel internet,0.05472197705207414,0.6217557251908397,2
3,hotel,hotel name,0.7060998151571165,0.6217557251908397,2
4,hotel,hotel parking,0.05180388529139685,0.6217557251908397,4
5,hotel,hotel people,0.9,0.6217557251908397,3
6,hotel,hotel pricerange,0.7832752613240418,0.6217557251908397,3
7,hotel,hotel reference,0.8668941979522184,0.6217557251908397,4
8,hotel,hotel stars,0.6613712374581939,0.6217557251908397,2
9,hotel,hotel stay,0.7369420702754036,0.6217557251908397,3
10,hotel,hotel type,0.5094339622641509,0.6217557251908397,0
