,domain,slotname,slotname_acc,domain_acc,cluster
0,attraction,attraction area,0.8501783590963139,0.7285201604390965,0
1,attraction,attraction name,0.5936370209689081,0.7285201604390965,0
2,attraction,attraction type,0.7177033492822966,0.7285201604390965,0
