,domain,slotname,slotname_acc,domain_acc,cluster
0,hotel,hotel area,0.6596409055425448,0.5657251908396946,2
1,hotel,hotel day,0.8387096774193549,0.5657251908396946,2
2,hotel,hotel internet,0.02824360105913504,0.5657251908396946,0
3,hotel,hotel name,0.6370918052988294,0.5657251908396946,0
4,hotel,hotel parking,0.014801110083256245,0.5657251908396946,0
5,hotel,hotel people,0.8605769230769231,0.5657251908396946,1
6,hotel,hotel pricerange,0.8320557491289199,0.5657251908396946,1
7,hotel,hotel reference,0.8407281001137656,0.5657251908396946,0
8,hotel,hotel stars,0.7642140468227425,0.5657251908396946,2
9,hotel,hotel stay,0.3637226970560304,0.5657251908396946,1
10,hotel,hotel type,0.3584905660377358,0.5657251908396946,2
