,n_clusters,silhouette
0,2,0.4179106046345346
1,3,0.33877248758098394
2,4,0.24635165255645447
3,5,0.285366371655346
4,6,0.24268157165039048
5,7,0.1944018438513765
6,8,0.15636800775897447
7,9,0.14608222966630982
