,n_clusters,SSE
0,1,214.59393966999812
1,2,176.47909413542976
2,3,145.23439058650163
3,4,116.37636584404754
4,5,96.71080390430495
5,6,75.5428445283316
6,7,73.2898965646542
7,8,63.1243493713459
8,9,64.65524881460054
9,10,60.58978758750089
10,11,57.37889834508794
11,12,53.08516507195174
12,13,55.74716230177496
13,14,52.272242072527355
14,15,48.75320438141811
15,16,45.281518681651235
16,17,43.633528776493165
17,18,41.84725752258897
18,19,43.30141493800786
19,20,39.30349335355069
20,21,37.26663546715595
21,22,35.94720758861822
22,23,32.426831886476734
23,24,31.551786870551403
24,25,30.920321756153164
25,26,28.930659006142466
26,27,27.858583629219154
27,28,25.854147096671998
28,29,25.837587894546733
29,30,23.990562182369548
30,31,22.190581266491936
31,32,21.264633122893848
32,33,21.064961492869266
33,34,18.392238344425294
34,35,19.295843913056395
35,36,16.6600205344917
36,37,15.153296610812546
37,38,16.586396371013237
38,39,13.588504886152153
39,40,13.834394382961582
40,41,13.168036640990762
41,42,12.988559361357822
42,43,11.539433540000477
43,44,11.840765253579493
44,45,10.455242525092588
45,46,10.43034190847783
46,47,9.282405067359587
47,48,9.337533812846221
48,49,8.32795430140025
49,50,7.899849367551504
50,51,7.544083127967329
51,52,7.503684524334111
52,53,6.764397015103316
53,54,6.264493273682076
54,55,5.955686996929334
55,56,5.705634980456815
56,57,5.048910270277325
57,58,4.737243926169458
58,59,4.54564370272763
59,60,3.9819783435753755
60,61,3.6629680785229253
61,62,3.301726691545828
62,63,2.9716228294146685
63,64,2.842754944874052
64,65,2.2892223812808954
65,66,1.9600793206693474
66,67,1.6330118865491894
67,68,1.3038688259376414
68,69,0.9726501388347035
69,70,0.6455827047145455
70,71,0.3195266762986666
