,n_clusters,SSE
0,1,369935318.36842704
1,2,157235161.12823156
2,3,129702644.13474365
3,4,99045829.37320088
4,5,71407317.70386605
5,6,61753500.251682416
6,7,61377377.843670234
7,8,54516471.52410193
8,9,53319387.93768573
