,n_clusters,SSE
0,1,29.914890760754723
1,2,26.009592759983065
2,3,23.17013966701571
3,4,23.08415954431068
4,5,19.451019821430847
5,6,18.35428484848441
6,7,16.54419164249441
7,8,15.128523596462028
8,9,14.112428978864758
