,n_clusters,SSE
0,1,167501958.21444005
1,2,73732679.8887482
2,3,58928442.93790507
3,4,50211585.780830346
4,5,45646029.92363274
5,6,41468697.74762751
6,7,38522267.71097934
7,8,33633620.23589043
8,9,33553275.04897224
