,n_clusters,SSE
0,1,301256899.2241989
1,2,126723625.57201836
2,3,86278700.15149531
3,4,74250589.0137798
4,5,64727721.294634566
5,6,53203213.87970148
6,7,48994913.605920136
7,8,44999463.2578261
8,9,45043361.04623274
