,n_clusters,SSE
0,1,57.60651177078751
1,2,51.28509940325898
2,3,47.13734914554977
3,4,46.85940858621932
4,5,36.957830338286286
5,6,36.61839198765464
6,7,33.31770378396184
7,8,29.176442278601506
8,9,27.867391005510207
