,n_clusters,SSE
0,1,49.8036460415722
1,2,45.5996167881336
2,3,40.67701919309868
3,4,38.41549024731242
4,5,36.488880127284794
5,6,30.37449863983815
6,7,29.920214689565956
7,8,27.026497372909432
8,9,24.894419150780756
