,n_clusters,SSE
0,1,35.99659535661647
1,2,32.67979769861903
2,3,30.27226516485274
3,4,28.009978742017186
4,5,25.85652836225765
5,6,24.25127453367265
6,7,22.109827654952408
7,8,18.794227975228072
8,9,18.59021085209244
9,10,17.421939619114415
10,11,14.891095311518914
11,12,14.46875259657205
12,13,13.566134143750238
13,14,12.482195816831036
14,15,11.361565094694278
15,16,11.892280324559255
16,17,9.523475966157477
17,18,9.010121916528444
18,19,8.144960625409412
19,20,8.447610466741216
20,21,7.549681712919724
21,22,6.81766878856781
22,23,6.775518427683528
23,24,6.31326311784239
24,25,5.737730179631761
25,26,5.152125157453669
26,27,4.705385979867489
27,28,4.569957725599914
28,29,3.958055212427244
29,30,3.455159116662096
30,31,3.088922568202929
31,32,2.689337042123449
32,33,2.317164765103218
33,34,1.9472848036067363
34,35,1.7012808370610824
35,36,1.411409410495093
36,37,1.1768183856959347
37,38,1.0191366152631147
38,39,0.7845455904639564
39,40,0.5884091928479673
40,41,0.3922727952319782
41,42,0.1961363976159891
