,n_clusters,SSE
0,1,336208831.2406403
1,2,153528569.83405048
2,3,107892168.41069463
3,4,81476545.17648846
4,5,68159003.49645111
5,6,64937941.532334305
6,7,56252197.85037125
7,8,55835023.449480385
8,9,52624689.858715795
