,n_clusters,SSE
0,1,148910173.61726078
1,2,68986824.94298922
2,3,51440893.247783646
3,4,45104624.770873845
4,5,39807800.95391941
5,6,39809098.25685424
6,7,31444953.302096616
7,8,27300030.737154085
8,9,26061649.705961224
