,n_clusters,SSE
0,1,318755922.24208665
1,2,146157508.0706509
2,3,102241259.03797077
3,4,88963529.11788987
4,5,63389382.325484954
5,6,55079937.45800345
6,7,55457053.01981366
7,8,51589931.58679619
8,9,48766694.7668749
