,n_clusters,silhouette
0,2,0.1975449846435284
1,3,0.2705177136898216
2,4,0.31129191524551403
3,5,0.34949946096616924
4,6,0.39045285483597136
5,7,0.34465927599218293
6,8,0.40506006137546824
7,9,0.23396624809748431
8,10,0.25095504036871585
9,11,0.22642592913336593
10,12,0.3166747151407418
11,13,0.16193788785547925
12,14,0.19968713931206233
13,15,0.18914312409077347
14,16,0.190869361966853
15,17,0.19566446588100875
16,18,0.18678277796228204
17,19,0.14715734542242961
18,20,0.17327353747764745
19,21,0.1789017542445972
20,22,0.162681989246951
21,23,0.1987509056730786
22,24,0.18403481682288553
23,25,0.12156100207210947
24,26,0.18456945423276055
25,27,0.1694685971942661
26,28,0.18816708047668282
27,29,0.16927691199956185
28,30,0.1881984564869342
29,31,0.18076959587486263
30,32,0.19325077435459656
31,33,0.1786387364194059
32,34,0.2038320464824071
33,35,0.1650667176423716
34,36,0.19201636488768026
35,37,0.20359104570988132
36,38,0.09976428481793091
37,39,0.20457924005973932
38,40,0.10077801539831827
39,41,0.10043530227395013
40,42,0.09620958577045513
41,43,0.10373215009508666
42,44,0.09256565048540343
43,45,0.09031360758236494
44,46,0.07559979278118617
45,47,0.09685398800962079
46,48,0.08313678231155203
47,49,0.08320052622840593
48,50,0.07096178115383472
49,51,0.06320268596862094
50,52,0.04763623832970375
51,53,0.05491928296342181
52,54,0.05412973039254281
53,55,0.05158060036140028
54,56,0.049963253981521086
55,57,0.05009426751927849
56,58,0.04644859824974268
57,59,0.042035371926548014
58,60,0.03940492019239358
59,61,0.0379147364051197
60,62,0.03413241381518756
61,63,0.034949545413779676
62,64,0.025159764748924073
63,65,0.025772741251255123
64,66,0.024883132672391617
65,67,0.023706852382859633
66,68,0.02294955638963499
67,69,0.023120934247305214
68,70,0.021944653957773237
69,71,0.011058890135395403
