,n_clusters,silhouette
0,2,0.17253797547174543
1,3,0.05984046690033283
2,4,0.07595095556732621
3,5,0.10460508520229451
4,6,0.09084887322848646
5,7,0.13112514163501987
6,8,0.17407714379929165
7,9,0.1519253747501452
8,10,0.15572391024888857
9,11,0.2102206750085391
10,12,0.168909655807757
11,13,0.17078528852256133
12,14,0.15236418522085632
13,15,0.17551242477667162
14,16,0.140874136179202
15,17,0.19004028539110826
16,18,0.18717345484700662
17,19,0.19770659762549542
18,20,0.13019465316461018
19,21,0.15084528770649813
20,22,0.16827208981555639
21,23,0.12013052475249306
22,24,0.1183792098253469
23,25,0.10541101232059182
24,26,0.11566565666618203
25,27,0.12685578942177841
26,28,0.10079769328552798
27,29,0.12276427725860728
28,30,0.11678593221701974
29,31,0.11009189034186999
30,32,0.11304733929286427
31,33,0.10959909327721691
32,34,0.10955891981709838
33,35,0.09670742580712263
34,36,0.0910725386353188
35,37,0.07635000345937626
36,38,0.06703296098609358
37,39,0.05272593969444595
38,40,0.041249036604793704
39,41,0.03736257012675783
40,42,0.026028307160187895
