,n_clusters,silhouette
0,2,0.4327478109889043
1,3,0.3383913509413048
2,4,0.3391746880026848
3,5,0.28642805623741036
4,6,0.25736437584462063
5,7,0.19771027148757658
6,8,0.17563184746784935
7,9,0.1673389522470106
8,10,0.15645351700380833
9,11,0.15625673666294598
10,12,0.1421645267196964
11,13,0.1387001892142073
12,14,0.13553182481203455
13,15,0.11410499689903625
14,16,0.14191618909185733
15,17,0.15355433229792229
16,18,0.12860571827599132
17,19,0.17174755037119907
18,20,0.12246678447706044
19,21,0.13549805834994638
20,22,0.12017887274605409
21,23,0.14043386689530538
22,24,0.15025870872353936
23,25,0.12263667474457304
24,26,0.13869678010146042
25,27,0.15654726238181496
26,28,0.1400681875939511
27,29,0.14099489948325247
28,30,0.12192697894539054
29,31,0.1331617956852972
30,32,0.13740791412979686
31,33,0.12167189723291584
32,34,0.1344941073453473
33,35,0.12648811012158118
34,36,0.13450595697243195
35,37,0.12204070421308674
36,38,0.12382172403944083
37,39,0.1280979210208692
38,40,0.12560295338404548
39,41,0.11762019368362515
40,42,0.11895361009026323
41,43,0.11278318137198567
42,44,0.10574380891174366
43,45,0.10476222570761505
44,46,0.10206671875645129
45,47,0.10590435323593046
46,48,0.09464839280782181
47,49,0.08949390578082543
48,50,0.08427352232160312
49,51,0.08875151262782864
50,52,0.07818762284605972
51,53,0.07609965994655025
52,54,0.06907441703783024
53,55,0.05959822808668454
54,56,0.05373754089411043
55,57,0.03908313343922919
56,58,0.019627973922998962
57,59,0.011414159688872143
58,60,0.003077842259206539
