,n_clusters,SSE
0,1,349818563.51630676
1,2,157388558.3854009
2,3,111931487.2317833
3,4,99066089.8036398
4,5,73804308.45498261
5,6,66001374.573045164
6,7,63466906.79712401
7,8,56545533.491606325
8,9,53704298.98639804
