,n_clusters,silhouette
0,2,0.3387533076165021
1,3,0.33144805481092227
2,4,0.4205563444367384
3,5,0.3238415270593654
4,6,0.40126824637198727
5,7,0.42707513501320477
6,8,0.4341368754772648
7,9,0.3926301904257676
