,n_clusters,SSE
0,1,27.124089190179912
1,2,24.837822034751767
2,3,22.614725519231634
3,4,20.268395740536064
4,5,18.855345350088367
5,6,17.394616710775725
6,7,16.27929825240891
7,8,14.47089818320101
8,9,12.854015497558576
