,n_clusters,silhouette
0,2,0.4177284066012666
1,3,0.27522859359075247
2,4,0.20633572419019203
3,5,0.17296655296929522
4,6,0.11964751168113695
5,7,0.153279250037166
6,8,0.15033732256241292
7,9,0.12656961068702485
8,10,0.13480468993675118
9,11,0.12231426556978749
10,12,0.12176712982901193
11,13,0.1147558519770963
12,14,0.14045316074720443
13,15,0.12990747466922847
14,16,0.08967037973089846
15,17,0.10366239646718597
16,18,0.11299256981067184
17,19,0.10450496225332843
18,20,0.10327288556835187
19,21,0.07879501814956211
20,22,0.06233528685948386
21,23,0.06666924954588418
22,24,0.07676364283991138
23,25,0.05371685142147369
24,26,0.06701353633663264
25,27,0.04187407494993255
26,28,0.05805151859774035
27,29,0.06267098225632338
28,30,0.05655358025711972
29,31,0.03410369662354231
30,32,0.0550078888477401
31,33,0.05591661204356753
32,34,0.055022782250042854
33,35,0.045658958644567364
34,36,0.05374901682376356
35,37,0.046419252740300426
36,38,0.04107527394613944
37,39,0.03602548720094398
38,40,0.028695723117480847
39,41,0.02214904017099257
40,42,0.014193322031616941
