,n_clusters,silhouette
0,2,0.4508210093427641
1,3,0.2605951336551793
2,4,0.2019153966311731
3,5,0.1788850647839141
4,6,0.1522815844351876
5,7,0.18120830954880357
6,8,0.13857539875619418
7,9,0.12840855836015982
