,n_clusters,SSE
0,1,173366159.94328225
1,2,73785949.46387653
2,3,57616971.07561192
3,4,49284625.8155042
4,5,41588105.76655873
5,6,40299144.25509577
6,7,36930080.894395396
7,8,32882805.808084242
8,9,32081809.19691134
