,n_clusters,SSE
0,1,151650391.1556048
1,2,61856445.10921271
2,3,49747425.12262422
3,4,42596161.53339714
4,5,40036693.008788146
5,6,35325982.09124261
6,7,31552200.6959573
7,8,28555882.992830478
8,9,25717240.26969809
