,n_clusters,SSE
0,1,164152280.3763298
1,2,74156890.38597758
2,3,57573580.95522393
3,4,53236527.79969321
4,5,46260654.981039025
5,6,41907280.2105223
6,7,36660273.140610866
7,8,38415281.22330664
8,9,34579359.30729666
