,n_clusters,silhouette
0,2,0.17033149956495652
1,3,0.09689767305841224
2,4,0.0790338754264907
3,5,0.13409759418518552
4,6,0.11384117709314219
5,7,0.1313106449258718
6,8,0.1635889824050416
7,9,0.14258581593225497
