,n_clusters,SSE
0,1,364482411.2556265
1,2,151355500.61155167
2,3,107561840.19495153
3,4,82319959.99939188
4,5,65864283.96743638
5,6,61607085.72704747
6,7,58376251.175844565
7,8,54413239.095070794
8,9,50183143.763916805
