,n_clusters,SSE
0,1,288810088.4586762
1,2,132709829.4547925
2,3,92563900.78710854
3,4,73372162.39175051
4,5,72861277.69220622
5,6,67710685.37529536
6,7,50572113.042189434
7,8,47361128.16257654
8,9,45220053.11586617
