index,time,dataset,n_clusters,cluster,num sample,history turn,data ratio,slot acc,turn acc,dialogue acc,checkpoint,feature
0,23-07-16 08:15:17,sgd,1,0,0,4,10,78.5,77.97,72.69,,transformer
1,23-07-16 08:23:21,sgd,1,0,0,4,10,82.25,81.85,78.3,,transformer
2,23-07-16 08:31:29,sgd,1,0,0,4,10,84.08,83.8,81.19,,transformer
3,23-07-16 08:39:35,sgd,1,0,0,4,10,82.42,82.04,79.14,,transformer
4,23-07-16 08:47:40,sgd,1,0,0,4,10,85.58,85.3,81.78,,transformer
5,23-07-16 08:55:43,sgd,1,0,0,4,10,82.0,81.71,77.63,,transformer
6,23-07-16 09:03:44,sgd,1,0,0,4,10,87.75,87.47,84.26,,transformer
7,23-07-16 09:11:51,sgd,1,0,0,4,10,86.75,86.85,84.04,,transformer
8,23-07-16 09:19:55,sgd,1,0,0,4,10,86.58,86.22,83.35,,transformer
9,23-07-16 09:28:00,sgd,1,0,0,4,10,88.0,87.86,85.19,,transformer
10,23-07-16 09:36:03,sgd,1,0,0,4,10,86.58,86.26,83.39,,transformer
11,23-07-16 09:44:07,sgd,1,0,0,4,10,86.58,86.2,82.21,,transformer
12,23-07-16 09:52:10,sgd,1,0,0,4,10,88.92,88.91,86.43,,transformer
13,23-07-16 10:00:14,sgd,1,0,0,4,10,88.58,88.26,85.37,,transformer
14,23-07-16 10:08:17,sgd,1,0,0,4,10,89.08,88.87,86.27,,transformer
15,23-07-16 10:16:13,sgd,1,0,0,4,10,90.75,90.6,89.03,,transformer
16,23-07-16 10:24:13,sgd,1,0,0,4,10,89.17,88.94,85.95,,transformer
17,23-07-16 10:32:24,sgd,1,0,0,4,10,90.08,89.79,87.89,,transformer
18,23-07-16 10:40:36,sgd,1,0,0,4,10,88.67,88.36,85.73,,transformer
19,23-07-16 10:51:55,sgd,2,0,0,4,10,78.58,78.15,72.68,,transformer
20,23-07-16 11:00:12,sgd,2,1,0,4,10,76.75,76.37,72.45,,transformer
21,23-07-16 11:08:29,sgd,2,0,0,4,10,82.92,82.61,79.15,,transformer
22,23-07-16 11:16:39,sgd,2,1,0,4,10,79.08,78.36,73.71,,transformer
23,23-07-16 11:24:54,sgd,2,0,0,4,10,84.92,84.64,81.61,,transformer
24,23-07-16 11:33:00,sgd,2,1,0,4,10,84.25,83.95,79.64,,transformer
25,23-07-16 11:41:12,sgd,2,0,0,4,10,85.67,85.45,82.58,,transformer
26,23-07-16 11:49:20,sgd,2,1,0,4,10,81.33,80.77,76.87,,transformer
27,23-07-16 11:57:28,sgd,2,0,0,4,10,86.08,85.74,82.36,,transformer
28,23-07-16 12:05:34,sgd,2,1,0,4,10,84.5,84.11,80.7,,transformer
29,23-07-16 12:13:45,sgd,2,0,0,4,10,83.75,83.35,78.74,,transformer
30,23-07-16 12:21:50,sgd,2,1,0,4,10,85.08,85.1,81.74,,transformer
31,23-07-16 12:30:00,sgd,2,0,0,4,10,88.42,88.24,85.43,,transformer
32,23-07-16 12:38:05,sgd,2,1,0,4,10,81.08,80.68,76.25,,transformer
33,23-07-16 12:46:14,sgd,2,0,0,4,10,86.5,86.17,82.88,,transformer
34,23-07-16 12:54:21,sgd,2,1,0,4,10,87.5,87.19,83.73,,transformer
35,23-07-16 13:02:30,sgd,2,0,0,4,10,86.0,85.93,82.99,,transformer
36,23-07-16 13:10:37,sgd,2,1,0,4,10,86.33,85.97,82.47,,transformer
37,23-07-16 13:18:48,sgd,2,0,0,4,10,86.75,86.48,83.53,,transformer
38,23-07-16 13:26:53,sgd,2,1,0,4,10,85.42,85.06,81.27,,transformer
