index,time,dataset,n_clusters,cluster,num sample,history turn,data ratio,slot acc,turn acc,dialogue acc,checkpoint,feature
0,23-07-16 01:16:24,multiwoz2.2,1,0,0,4,100,92.92,92.18,88.2,,transformer
1,23-07-16 01:36:27,multiwoz2.2,1,0,0,4,100,91.75,91.06,86.38,,transformer
2,23-07-16 01:56:24,multiwoz2.2,1,0,0,4,100,92.58,92.01,87.63,,transformer
3,23-07-16 02:16:20,multiwoz2.2,1,0,0,4,100,92.92,92.34,88.36,,transformer
4,23-07-16 02:36:15,multiwoz2.2,1,0,0,4,100,92.0,91.39,87.25,,transformer
5,23-07-16 02:56:17,multiwoz2.2,1,0,0,4,100,91.92,91.28,86.84,,transformer
6,23-07-16 03:16:14,multiwoz2.2,1,0,0,4,100,94.33,93.89,90.99,,transformer
7,23-07-16 03:36:14,multiwoz2.2,1,0,0,4,100,91.75,91.11,86.58,,transformer
8,23-07-16 03:56:13,multiwoz2.2,1,0,0,4,100,92.58,92.01,87.98,,transformer
9,23-07-16 04:16:16,multiwoz2.2,1,0,0,4,100,92.0,91.26,87.06,,transformer
10,23-07-16 04:22:40,multiwoz2.2,1,0,0,4,100,92.73,87.89,55.8,save/multiwoz2.2/100/4/1-cluster/best,transformer
11,23-07-16 04:22:45,multiwoz2.2,1,all,0,4,100,92.73,87.89,55.8,save/multiwoz2.2/100/4/1-cluster/best,transformer
12,23-07-16 04:45:25,multiwoz2.2,2,0,0,4,100,88.75,87.79,82.79,,transformer
13,23-07-16 05:04:35,multiwoz2.2,2,1,0,4,100,96.42,96.12,93.92,,transformer
14,23-07-16 05:25:03,multiwoz2.2,2,0,0,4,100,91.5,90.97,87.5,,transformer
15,23-07-16 05:44:13,multiwoz2.2,2,1,0,4,100,97.17,96.96,95.36,,transformer
16,23-07-16 06:04:37,multiwoz2.2,2,0,0,4,100,89.17,88.16,82.6,,transformer
17,23-07-16 06:24:02,multiwoz2.2,2,1,0,4,100,95.5,95.18,92.67,,transformer
18,23-07-16 06:44:23,multiwoz2.2,2,0,0,4,100,90.83,90.07,85.26,,transformer
19,23-07-16 07:03:32,multiwoz2.2,2,1,0,4,100,94.0,93.51,90.22,,transformer
20,23-07-16 07:23:59,multiwoz2.2,2,0,0,4,100,91.25,90.5,86.45,,transformer
21,23-07-16 07:43:06,multiwoz2.2,2,1,0,4,100,97.08,96.84,94.99,,transformer
22,23-07-16 07:47:50,multiwoz2.2,2,0,0,4,100,91.81,87.55,63.61,save/multiwoz2.2/100/4/2-cluster/best,transformer
23,23-07-16 07:49:33,multiwoz2.2,2,1,0,4,100,95.97,95.17,89.59,save/multiwoz2.2/100/4/2-cluster/best,transformer
24,23-07-16 07:49:37,multiwoz2.2,2,all,0,4,100,93.12,88.48,58.0,save/multiwoz2.2/100/4/2-cluster/best,transformer
25,23-07-16 08:10:58,multiwoz2.2,3,0,0,4,100,96.75,96.49,94.48,,transformer
26,23-07-16 08:30:59,multiwoz2.2,3,1,0,4,100,92.92,92.1,88.78,,transformer
27,23-07-16 08:51:47,multiwoz2.2,3,2,0,4,100,89.08,87.15,81.72,,transformer
28,23-07-16 09:10:52,multiwoz2.2,3,0,0,4,100,97.42,97.21,95.78,,transformer
29,23-07-16 09:30:45,multiwoz2.2,3,1,0,4,100,93.42,92.64,88.99,,transformer
30,23-07-16 09:51:35,multiwoz2.2,3,2,0,4,100,89.75,87.72,82.92,,transformer
31,23-07-16 10:10:42,multiwoz2.2,3,0,0,4,100,92.0,91.34,86.27,,transformer
32,23-07-16 10:30:38,multiwoz2.2,3,1,0,4,100,93.25,92.56,88.91,,transformer
33,23-07-16 10:51:44,multiwoz2.2,3,2,0,4,100,91.67,90.18,85.38,,transformer
34,23-07-16 11:11:15,multiwoz2.2,3,0,0,4,100,95.5,95.09,92.08,,transformer
35,23-07-16 11:31:28,multiwoz2.2,3,1,0,4,100,94.42,93.68,90.75,,transformer
36,23-07-16 11:52:27,multiwoz2.2,3,2,0,4,100,89.33,87.41,82.41,,transformer
37,23-07-16 12:11:43,multiwoz2.2,3,0,0,4,100,96.75,96.48,94.6,,transformer
38,23-07-16 12:31:49,multiwoz2.2,3,1,0,4,100,95.0,94.36,91.76,,transformer
39,23-07-16 12:52:46,multiwoz2.2,3,2,0,4,100,89.92,87.93,82.86,,transformer
40,23-07-16 13:12:51,multiwoz2.2,3,1,0,4,100,93.92,93.12,89.64,,transformer
41,23-07-16 13:33:46,multiwoz2.2,3,2,0,4,100,88.58,86.6,81.69,,transformer
42,23-07-16 13:53:53,multiwoz2.2,3,1,0,4,100,94.25,93.51,90.47,,transformer
43,23-07-16 14:13:56,multiwoz2.2,3,1,0,4,100,93.83,93.13,90.45,,transformer
44,23-07-16 14:16:39,multiwoz2.2,3,0,0,4,100,95.71,94.91,89.04,save/multiwoz2.2/100/4/3-cluster/best,transformer
45,23-07-16 14:18:38,multiwoz2.2,3,1,0,4,100,94.28,92.07,82.07,save/multiwoz2.2/100/4/3-cluster/best,transformer
46,23-07-16 14:20:29,multiwoz2.2,3,2,0,4,100,90.26,86.24,75.71,save/multiwoz2.2/100/4/3-cluster/best,transformer
47,23-07-16 14:20:34,multiwoz2.2,3,all,0,4,100,93.45,89.07,61.4,save/multiwoz2.2/100/4/3-cluster/best,transformer
48,23-07-16 14:44:22,multiwoz2.2,5,0,0,4,100,89.17,88.63,85.07,,transformer
49,23-07-16 15:03:49,multiwoz2.2,5,1,0,4,100,95.67,95.32,93.68,,transformer
50,23-07-16 15:24:33,multiwoz2.2,5,2,0,4,100,90.0,88.25,83.73,,transformer
51,23-07-16 15:44:16,multiwoz2.2,5,3,0,4,100,95.33,94.83,92.66,,transformer
52,23-07-16 16:03:20,multiwoz2.2,5,4,0,4,100,97.94,97.91,97.19,,transformer
53,23-07-16 16:24:49,multiwoz2.2,5,0,0,4,100,91.33,91.16,87.89,,transformer
54,23-07-16 16:43:40,multiwoz2.2,5,1,0,4,100,96.17,95.88,94.08,,transformer
55,23-07-16 17:03:43,multiwoz2.2,5,2,0,4,100,91.17,89.68,85.57,,transformer
56,23-07-16 17:22:31,multiwoz2.2,5,3,0,4,100,95.75,95.24,93.09,,transformer
57,23-07-16 17:40:36,multiwoz2.2,5,4,0,4,100,97.32,97.29,96.14,,transformer
58,23-07-16 18:01:58,multiwoz2.2,5,0,0,4,100,89.42,88.98,85.33,,transformer
59,23-07-16 18:21:30,multiwoz2.2,5,1,0,4,100,96.08,95.81,94.21,,transformer
60,23-07-16 18:42:11,multiwoz2.2,5,2,0,4,100,91.42,89.86,85.82,,transformer
61,23-07-16 19:01:44,multiwoz2.2,5,3,0,4,100,96.5,96.06,94.5,,transformer
62,23-07-16 19:20:43,multiwoz2.2,5,4,0,4,100,98.46,98.44,97.72,,transformer
63,23-07-16 19:41:38,multiwoz2.2,5,0,0,4,100,89.5,89.09,85.9,,transformer
64,23-07-16 19:59:50,multiwoz2.2,5,1,0,4,100,97.0,96.79,95.34,,transformer
65,23-07-16 20:20:19,multiwoz2.2,5,2,0,4,100,92.42,90.87,87.26,,transformer
66,23-07-16 20:39:53,multiwoz2.2,5,3,0,4,100,97.08,96.69,95.34,,transformer
67,23-07-16 20:58:23,multiwoz2.2,5,4,0,4,100,98.25,98.23,97.19,,transformer
68,23-07-16 21:19:45,multiwoz2.2,5,0,0,4,100,91.08,90.88,87.78,,transformer
69,23-07-16 21:39:17,multiwoz2.2,5,1,0,4,100,96.67,96.43,94.98,,transformer
70,23-07-16 21:59:55,multiwoz2.2,5,2,0,4,100,90.17,88.24,83.93,,transformer
71,23-07-16 22:19:26,multiwoz2.2,5,3,0,4,100,97.17,96.76,95.22,,transformer
72,23-07-16 22:38:22,multiwoz2.2,5,4,0,4,100,98.35,98.33,97.37,,transformer
73,23-07-16 22:57:54,multiwoz2.2,5,1,0,4,100,96.08,95.77,94.34,,transformer
74,23-07-16 23:18:30,multiwoz2.2,5,2,0,4,100,92.25,91.01,87.43,,transformer
75,23-07-16 23:37:58,multiwoz2.2,5,3,0,4,100,96.17,95.72,93.8,,transformer
76,23-07-16 23:56:56,multiwoz2.2,5,4,0,4,100,98.66,98.64,97.89,,transformer
77,23-07-17 00:16:26,multiwoz2.2,5,1,0,4,100,95.75,95.42,94.14,,transformer
78,23-07-17 00:37:08,multiwoz2.2,5,2,0,4,100,85.0,82.2,75.98,,transformer
79,23-07-17 00:56:33,multiwoz2.2,5,3,0,4,100,95.58,95.05,92.84,,transformer
80,23-07-17 01:15:27,multiwoz2.2,5,4,0,4,100,98.56,98.54,97.72,,transformer
81,23-07-17 01:36:10,multiwoz2.2,5,2,0,4,100,93.25,91.88,88.27,,transformer
82,23-07-17 01:55:43,multiwoz2.2,5,3,0,4,100,95.42,94.86,92.62,,transformer
