index,time,dataset,n_clusters,cluster,num sample,history turn,data ratio,slot acc,turn acc,dialogue acc,checkpoint,feature
0,23-07-14 12:10:12,crosswoz,1,0,0,4,1,58.42,56.36,30.65,,transformer
1,23-07-14 12:13:59,crosswoz,1,0,0,4,1,77.5,75.02,56.49,,transformer
2,23-07-14 12:17:40,crosswoz,1,0,0,4,1,81.92,80.25,60.0,,transformer
3,23-07-14 12:21:27,crosswoz,1,0,0,4,1,86.08,84.39,70.0,,transformer
4,23-07-14 12:25:08,crosswoz,1,0,0,4,1,88.58,88.0,74.49,,transformer
5,23-07-14 12:28:53,crosswoz,1,0,0,4,1,87.25,85.66,72.54,,transformer
6,23-07-14 12:32:38,crosswoz,1,0,0,4,1,87.25,86.01,71.52,,transformer
7,23-07-14 12:42:02,crosswoz,1,0,0,4,1,88.63,82.11,29.0,save/crosswoz/1/4/1-cluster/best,transformer
8,23-07-14 12:42:06,crosswoz,1,all,0,4,1,88.63,82.11,29.0,save/crosswoz/1/4/1-cluster/best,transformer
9,23-07-14 12:47:06,crosswoz,2,0,0,4,1,71.7,66.95,63.57,,transformer
10,23-07-14 12:51:00,crosswoz,2,1,0,4,1,68.75,66.67,41.1,,transformer
11,23-07-14 12:53:57,crosswoz,2,0,0,4,1,84.53,79.38,76.29,,transformer
12,23-07-14 12:57:53,crosswoz,2,1,0,4,1,77.67,75.12,53.62,,transformer
13,23-07-14 13:00:56,crosswoz,2,0,0,4,1,85.09,80.79,77.66,,transformer
14,23-07-14 13:04:47,crosswoz,2,1,0,4,1,83.0,81.0,63.39,,transformer
15,23-07-14 13:07:52,crosswoz,2,0,0,4,1,85.28,81.07,78.01,,transformer
16,23-07-14 13:11:41,crosswoz,2,1,0,4,1,85.17,83.44,67.11,,transformer
17,23-07-14 13:14:45,crosswoz,2,0,0,4,1,86.04,82.2,79.38,,transformer
18,23-07-14 13:18:29,crosswoz,2,1,0,4,1,85.83,84.33,69.96,,transformer
19,23-07-14 13:21:36,crosswoz,2,0,0,4,1,86.04,82.49,79.38,,transformer
20,23-07-14 13:25:22,crosswoz,2,1,0,4,1,87.0,85.45,71.01,,transformer
21,23-07-14 13:28:25,crosswoz,2,0,0,4,1,88.11,85.03,82.82,,transformer
22,23-07-14 13:32:13,crosswoz,2,1,0,4,1,86.0,84.72,67.78,,transformer
23,23-07-14 13:35:02,crosswoz,2,0,0,4,1,90.19,87.01,85.22,,transformer
24,23-07-14 13:38:49,crosswoz,2,1,0,4,1,87.58,86.48,72.44,,transformer
25,23-07-14 13:41:48,crosswoz,2,0,0,4,1,88.87,85.88,83.51,,transformer
26,23-07-14 13:45:35,crosswoz,2,1,0,4,1,88.83,87.49,73.83,,transformer
27,23-07-14 13:48:31,crosswoz,2,0,0,4,1,88.11,84.75,82.82,,transformer
28,23-07-14 13:52:13,crosswoz,2,1,0,4,1,88.5,87.25,74.46,,transformer
29,23-07-14 13:56:00,crosswoz,2,1,0,4,1,87.0,85.74,71.9,,transformer
30,23-07-14 13:57:47,crosswoz,2,0,0,4,1,86.56,82.48,79.28,save/crosswoz/1/4/2-cluster/best,transformer
31,23-07-14 14:05:34,crosswoz,2,1,0,4,1,89.11,83.49,32.4,save/crosswoz/1/4/2-cluster/best,transformer
32,23-07-14 14:05:38,crosswoz,2,all,0,4,1,88.89,82.53,28.8,save/crosswoz/1/4/2-cluster/best,transformer
33,23-07-14 14:11:47,crosswoz,3,0,0,4,1,53.83,51.44,27.99,,transformer
34,23-07-14 14:14:47,crosswoz,3,1,0,4,1,79.06,74.29,70.45,,transformer
35,23-07-14 14:18:27,crosswoz,3,2,0,4,1,74.75,73.83,52.33,,transformer
36,23-07-14 14:22:31,crosswoz,3,0,0,4,1,73.83,71.17,50.77,,transformer
37,23-07-14 14:25:30,crosswoz,3,1,0,4,1,85.28,81.64,78.35,,transformer
38,23-07-14 14:28:54,crosswoz,3,2,0,4,1,84.0,82.88,64.38,,transformer
39,23-07-14 14:32:55,crosswoz,3,0,0,4,1,78.08,76.59,57.58,,transformer
40,23-07-14 14:36:00,crosswoz,3,1,0,4,1,85.09,81.64,78.69,,transformer
41,23-07-14 14:39:38,crosswoz,3,2,0,4,1,86.92,85.77,70.39,,transformer
42,23-07-14 14:43:40,crosswoz,3,0,0,4,1,79.92,78.29,61.27,,transformer
43,23-07-14 14:46:29,crosswoz,3,1,0,4,1,87.92,84.46,81.44,,transformer
44,23-07-14 14:50:06,crosswoz,3,2,0,4,1,88.75,87.68,73.09,,transformer
45,23-07-14 14:54:09,crosswoz,3,0,0,4,1,80.25,78.43,60.48,,transformer
46,23-07-14 14:57:07,crosswoz,3,1,0,4,1,87.36,84.75,81.79,,transformer
47,23-07-14 15:00:45,crosswoz,3,2,0,4,1,91.25,90.8,79.86,,transformer
48,23-07-14 15:04:42,crosswoz,3,0,0,4,1,83.33,81.42,64.69,,transformer
