index,time,dataset,n_clusters,cluster,num sample,history turn,data ratio,slot acc,turn acc,dialogue acc,checkpoint,feature
0,23-07-15 17:14:33,sgd,1,0,0,4,1,63.42,62.93,57.47,,transformer
1,23-07-15 17:17:32,sgd,1,0,0,4,1,69.0,68.79,64.08,,transformer
2,23-07-15 17:20:31,sgd,1,0,0,4,1,73.08,72.46,66.85,,transformer
3,23-07-15 17:23:22,sgd,1,0,0,4,1,77.25,76.67,71.1,,transformer
4,23-07-15 17:26:11,sgd,1,0,0,4,1,80.0,79.48,75.28,,transformer
5,23-07-15 17:28:55,sgd,1,0,0,4,1,80.25,79.76,75.74,,transformer
6,23-07-15 17:31:35,sgd,1,0,0,4,1,81.5,81.28,77.51,,transformer
7,23-07-15 17:34:18,sgd,1,0,0,4,1,80.83,80.39,76.4,,transformer
8,23-07-15 17:37:05,sgd,1,0,0,4,1,83.08,83.15,79.43,,transformer
9,23-07-15 17:39:44,sgd,1,0,0,4,1,80.92,80.38,75.58,,transformer
10,23-07-15 17:42:24,sgd,1,0,0,4,1,81.0,80.68,77.2,,transformer
11,23-07-15 17:45:02,sgd,1,0,0,4,1,81.33,81.22,77.97,,transformer
12,23-07-15 17:50:55,sgd,2,0,0,4,1,63.58,63.1,56.48,,transformer
13,23-07-15 17:54:08,sgd,2,1,0,4,1,63.92,63.33,57.32,,transformer
14,23-07-15 17:56:57,sgd,2,0,0,4,1,74.42,74.06,69.27,,transformer
15,23-07-15 17:59:59,sgd,2,1,0,4,1,71.67,71.0,65.35,,transformer
16,23-07-15 18:02:50,sgd,2,0,0,4,1,73.08,72.28,66.97,,transformer
17,23-07-15 18:05:38,sgd,2,1,0,4,1,75.83,75.3,70.27,,transformer
18,23-07-15 18:08:18,sgd,2,0,0,4,1,77.75,77.28,72.13,,transformer
19,23-07-15 18:11:07,sgd,2,1,0,4,1,74.08,73.63,67.98,,transformer
20,23-07-15 18:13:49,sgd,2,0,0,4,1,79.75,79.38,75.17,,transformer
21,23-07-15 18:16:37,sgd,2,1,0,4,1,75.75,75.56,70.3,,transformer
22,23-07-15 18:19:24,sgd,2,0,0,4,1,81.83,81.52,77.64,,transformer
23,23-07-15 18:22:13,sgd,2,1,0,4,1,78.58,78.13,74.17,,transformer
24,23-07-15 18:24:59,sgd,2,0,0,4,1,83.42,83.05,78.67,,transformer
